id,target,acquirer,order_total_spent,credit_card_type,credit_card_company,model_score_category
237250,1,acquirer_B,116,CREDIT,company_1,intermediate_score
206525,1,acquirer_A,33,CREDIT,company_1,high_score
236731,1,acquirer_A,262,DEBIT,company_1,low_score
203085,1,acquirer_B,240,DEBIT,company_1,low_score
146098,1,acquirer_A,179,DEBIT,company_1,low_score
279587,1,acquirer_B,211,CREDIT,company_2,low_score
119637,1,acquirer_B,69,DEBIT,company_1,intermediate_score
236583,1,acquirer_A,117,CREDIT,company_1,intermediate_score
116122,0,acquirer_A,145,CREDIT,company_2,intermediate_score
254047,1,acquirer_A,57,CREDIT,company_2,intermediate_score
168686,0,acquirer_A,127,DEBIT,company_1,low_score
122197,1,acquirer_A,127,DEBIT,company_2,low_score
234492,1,acquirer_A,121,DEBIT,company_2,high_score
167585,1,acquirer_A,112,DEBIT,company_1,intermediate_score
256845,1,acquirer_A,87,DEBIT,company_2,intermediate_score
222482,1,acquirer_A,165,DEBIT,company_2,intermediate_score
164120,1,acquirer_A,101,CREDIT,company_1,intermediate_score
135959,1,acquirer_A,53,CREDIT,company_1,intermediate_score
290927,1,acquirer_B,190,CREDIT,company_1,intermediate_score
175686,1,acquirer_A,216,DEBIT,company_2,intermediate_score
169618,1,acquirer_A,182,CREDIT,company_2,intermediate_score
110641,1,acquirer_A,132,DEBIT,company_1,intermediate_score
166237,0,acquirer_A,164,CREDIT,company_2,intermediate_score
265454,1,acquirer_A,83,CREDIT,company_1,high_score
175133,1,acquirer_A,123,DEBIT,company_1,intermediate_score
276369,1,acquirer_A,238,DEBIT,company_2,intermediate_score
266534,1,acquirer_A,197,DEBIT,company_1,low_score
143727,1,acquirer_A,109,DEBIT,company_1,intermediate_score
214493,1,acquirer_A,199,DEBIT,company_1,intermediate_score
299352,1,acquirer_A,82,DEBIT,company_2,intermediate_score
166327,0,acquirer_A,148,DEBIT,company_1,low_score
260609,0,acquirer_A,148,DEBIT,company_1,low_score
288429,1,acquirer_A,95,CREDIT,company_2,intermediate_score
223762,1,acquirer_A,139,CREDIT,company_2,high_score
182934,1,acquirer_A,79,CREDIT,company_2,intermediate_score
173599,1,acquirer_A,64,CREDIT,company_1,intermediate_score
258964,1,acquirer_A,169,DEBIT,company_1,low_score
113476,1,acquirer_A,223,DEBIT,company_2,intermediate_score
289886,1,acquirer_B,239,CREDIT,company_1,intermediate_score
118880,1,acquirer_A,109,CREDIT,company_2,intermediate_score
120913,1,acquirer_A,255,CREDIT,company_2,low_score
119601,1,acquirer_B,91,CREDIT,company_2,intermediate_score
169783,1,acquirer_A,173,DEBIT,company_1,intermediate_score
186479,1,acquirer_A,73,CREDIT,company_2,intermediate_score
237295,1,acquirer_B,158,DEBIT,company_2,intermediate_score
241846,1,acquirer_B,176,DEBIT,company_1,intermediate_score
140716,1,acquirer_A,160,DEBIT,company_1,intermediate_score
285113,1,acquirer_A,68,DEBIT,company_2,high_score
147342,1,acquirer_A,104,CREDIT,company_1,low_score
275251,1,acquirer_A,79,DEBIT,company_1,high_score
290957,1,acquirer_A,190,DEBIT,company_2,intermediate_score
151550,1,acquirer_A,82,DEBIT,company_1,intermediate_score
268684,1,acquirer_B,185,CREDIT,company_1,high_score
104904,0,acquirer_A,99,CREDIT,company_2,low_score
121268,0,acquirer_A,99,CREDIT,company_2,low_score
133367,0,acquirer_A,99,CREDIT,company_2,low_score
170207,0,acquirer_A,99,CREDIT,company_2,low_score
125315,1,acquirer_A,146,CREDIT,company_2,intermediate_score
179875,1,acquirer_A,72,CREDIT,company_1,high_score
286491,1,acquirer_A,175,DEBIT,company_2,intermediate_score
253081,1,acquirer_A,144,DEBIT,company_1,intermediate_score
241389,1,acquirer_B,145,CREDIT,company_1,intermediate_score
290440,1,acquirer_A,76,DEBIT,company_1,high_score
297086,1,acquirer_A,123,CREDIT,company_1,low_score
121697,1,acquirer_A,127,CREDIT,company_2,high_score
146189,1,acquirer_B,133,DEBIT,company_1,intermediate_score
124055,1,acquirer_B,213,CREDIT,company_2,low_score
146824,1,acquirer_A,201,DEBIT,company_2,intermediate_score
276418,1,acquirer_A,64,DEBIT,company_2,high_score
244706,1,acquirer_A,59,DEBIT,company_1,intermediate_score
116854,1,acquirer_A,178,DEBIT,company_1,intermediate_score
220760,0,acquirer_A,65,DEBIT,company_2,high_score
190638,1,acquirer_A,201,DEBIT,company_1,intermediate_score
138341,1,acquirer_B,89,DEBIT,company_1,high_score
109469,1,acquirer_A,30,DEBIT,company_1,intermediate_score
227239,1,acquirer_A,150,DEBIT,company_2,low_score
264566,1,acquirer_A,116,DEBIT,company_2,intermediate_score
208736,1,acquirer_A,66,DEBIT,company_1,intermediate_score
220338,1,acquirer_A,198,DEBIT,company_1,high_score
161101,1,acquirer_A,178,CREDIT,company_1,intermediate_score
265020,1,acquirer_B,126,CREDIT,company_2,low_score
139225,1,acquirer_A,119,CREDIT,company_1,intermediate_score
282451,1,acquirer_A,177,DEBIT,company_2,intermediate_score
270588,1,acquirer_A,68,CREDIT,company_2,high_score
169762,1,acquirer_A,260,DEBIT,company_2,low_score
200189,1,acquirer_A,151,CREDIT,company_1,high_score
113329,1,acquirer_B,122,CREDIT,company_2,intermediate_score
237200,1,acquirer_A,27,CREDIT,company_2,high_score
217439,1,acquirer_A,92,CREDIT,company_1,intermediate_score
126771,0,acquirer_B,149,CREDIT,company_1,low_score
198788,1,acquirer_B,149,CREDIT,company_1,low_score
189205,1,acquirer_A,147,CREDIT,company_2,high_score
295227,0,acquirer_A,138,CREDIT,company_2,high_score
115519,0,acquirer_A,131,DEBIT,company_1,low_score
295990,0,acquirer_A,194,DEBIT,company_1,low_score
140795,1,acquirer_A,167,DEBIT,company_1,intermediate_score
278946,1,acquirer_A,182,CREDIT,company_1,high_score
100763,0,acquirer_A,236,CREDIT,company_1,low_score
190901,1,acquirer_A,109,CREDIT,company_1,low_score
191320,1,acquirer_A,74,DEBIT,company_2,intermediate_score
259033,1,acquirer_A,238,CREDIT,company_1,intermediate_score
157566,1,acquirer_A,49,DEBIT,company_1,high_score
164215,1,acquirer_A,174,DEBIT,company_1,low_score
295414,1,acquirer_A,38,DEBIT,company_1,high_score
190534,1,acquirer_A,41,CREDIT,company_1,low_score
155173,1,acquirer_B,261,CREDIT,company_2,low_score
243354,1,acquirer_B,126,CREDIT,company_2,intermediate_score
296124,1,acquirer_A,133,DEBIT,company_1,low_score
265381,0,acquirer_A,169,CREDIT,company_1,low_score
242939,1,acquirer_A,42,CREDIT,company_2,intermediate_score
105651,0,acquirer_A,169,CREDIT,company_1,low_score
188968,1,acquirer_A,101,DEBIT,company_1,intermediate_score
154125,1,acquirer_A,44,DEBIT,company_1,intermediate_score
299323,1,acquirer_A,102,DEBIT,company_1,high_score
290767,1,acquirer_A,146,CREDIT,company_1,high_score
108845,0,acquirer_A,280,DEBIT,company_2,low_score
266417,0,acquirer_A,280,DEBIT,company_2,low_score
109524,1,acquirer_A,50,CREDIT,company_2,high_score
211823,1,acquirer_B,264,CREDIT,company_2,intermediate_score
105465,0,acquirer_B,144,CREDIT,company_1,intermediate_score
242505,0,acquirer_A,117,DEBIT,company_1,low_score
126120,1,acquirer_A,217,CREDIT,company_2,intermediate_score
259164,1,acquirer_B,177,DEBIT,company_2,low_score
298551,1,acquirer_B,99,DEBIT,company_1,high_score
200662,1,acquirer_A,169,CREDIT,company_2,high_score
188483,1,acquirer_A,184,CREDIT,company_1,low_score
278377,1,acquirer_A,119,CREDIT,company_1,low_score
173453,1,acquirer_A,139,CREDIT,company_1,low_score
123550,1,acquirer_A,189,CREDIT,company_1,low_score
270140,1,acquirer_A,90,DEBIT,company_2,low_score
296923,0,acquirer_A,50,DEBIT,company_1,intermediate_score
242069,1,acquirer_A,141,CREDIT,company_2,intermediate_score
263732,1,acquirer_A,181,DEBIT,company_1,intermediate_score
206863,1,acquirer_A,70,CREDIT,company_2,high_score
129831,1,acquirer_A,146,CREDIT,company_2,high_score
113818,1,acquirer_A,76,DEBIT,company_2,intermediate_score
271576,0,acquirer_A,205,DEBIT,company_1,low_score
104044,0,acquirer_A,205,DEBIT,company_1,low_score
155820,1,acquirer_A,105,DEBIT,company_1,high_score
129310,1,acquirer_A,67,DEBIT,company_1,high_score
114838,1,acquirer_B,67,DEBIT,company_2,intermediate_score
162109,1,acquirer_A,206,DEBIT,company_1,intermediate_score
241768,1,acquirer_A,135,DEBIT,company_1,high_score
189281,1,acquirer_A,69,DEBIT,company_1,high_score
138367,1,acquirer_B,174,CREDIT,company_1,intermediate_score
254112,1,acquirer_A,63,DEBIT,company_1,intermediate_score
167307,1,acquirer_A,174,DEBIT,company_2,high_score
229233,1,acquirer_A,77,CREDIT,company_1,intermediate_score
130288,1,acquirer_A,35,DEBIT,company_1,intermediate_score
186453,1,acquirer_B,139,CREDIT,company_1,low_score
206352,1,acquirer_A,50,DEBIT,company_1,intermediate_score
212658,1,acquirer_A,120,DEBIT,company_1,intermediate_score
169940,1,acquirer_B,185,CREDIT,company_2,intermediate_score
180739,1,acquirer_A,262,CREDIT,company_1,intermediate_score
180199,1,acquirer_B,95,CREDIT,company_1,high_score
228127,1,acquirer_A,76,DEBIT,company_1,high_score
226266,1,acquirer_B,174,DEBIT,company_1,intermediate_score
280994,1,acquirer_A,143,CREDIT,company_1,high_score
124386,0,acquirer_A,69,CREDIT,company_2,intermediate_score
274398,1,acquirer_A,61,CREDIT,company_1,low_score
177540,1,acquirer_A,111,CREDIT,company_2,intermediate_score
195310,1,acquirer_B,38,CREDIT,company_2,high_score
145094,1,acquirer_A,223,DEBIT,company_1,low_score
124556,1,acquirer_A,213,DEBIT,company_2,intermediate_score
226436,1,acquirer_A,35,DEBIT,company_2,high_score
110835,1,acquirer_A,142,CREDIT,company_2,intermediate_score
112587,1,acquirer_A,116,CREDIT,company_2,low_score
236661,1,acquirer_B,92,DEBIT,company_2,intermediate_score
173944,1,acquirer_B,212,CREDIT,company_2,low_score
156415,1,acquirer_A,89,DEBIT,company_1,high_score
275958,1,acquirer_A,35,CREDIT,company_2,intermediate_score
209459,1,acquirer_B,26,CREDIT,company_2,high_score
196573,1,acquirer_A,43,DEBIT,company_1,high_score
124388,1,acquirer_A,82,DEBIT,company_2,intermediate_score
179096,1,acquirer_B,187,DEBIT,company_1,intermediate_score
189577,1,acquirer_A,214,DEBIT,company_1,intermediate_score
256071,1,acquirer_B,114,CREDIT,company_2,low_score
294686,1,acquirer_B,242,DEBIT,company_1,intermediate_score
208903,1,acquirer_B,73,CREDIT,company_2,low_score
202809,0,acquirer_A,157,CREDIT,company_2,intermediate_score
285164,1,acquirer_A,126,CREDIT,company_1,intermediate_score
284218,1,acquirer_B,195,CREDIT,company_2,intermediate_score
262425,1,acquirer_A,108,CREDIT,company_2,intermediate_score
293571,1,acquirer_A,137,DEBIT,company_1,intermediate_score
252340,0,acquirer_A,74,DEBIT,company_1,low_score
162243,0,acquirer_A,105,CREDIT,company_2,high_score
187054,0,acquirer_A,194,DEBIT,company_1,low_score
132782,1,acquirer_A,222,DEBIT,company_1,high_score
262283,1,acquirer_B,228,CREDIT,company_2,intermediate_score
267239,1,acquirer_A,105,CREDIT,company_2,high_score
268256,1,acquirer_A,60,CREDIT,company_2,intermediate_score
162310,1,acquirer_A,51,DEBIT,company_1,intermediate_score
127303,1,acquirer_A,41,CREDIT,company_2,intermediate_score
204134,1,acquirer_B,140,CREDIT,company_2,intermediate_score
242899,1,acquirer_A,77,DEBIT,company_2,intermediate_score
130068,0,acquirer_A,65,DEBIT,company_1,intermediate_score
149230,1,acquirer_A,65,DEBIT,company_1,intermediate_score
239929,1,acquirer_A,173,DEBIT,company_1,intermediate_score
250196,1,acquirer_A,224,DEBIT,company_2,intermediate_score
107440,1,acquirer_B,141,DEBIT,company_1,intermediate_score
160116,1,acquirer_A,86,DEBIT,company_2,intermediate_score
113492,1,acquirer_A,194,CREDIT,company_1,intermediate_score
214495,1,acquirer_A,116,DEBIT,company_2,intermediate_score
197496,1,acquirer_A,76,DEBIT,company_1,intermediate_score
194843,1,acquirer_A,185,DEBIT,company_2,intermediate_score
204373,1,acquirer_A,45,DEBIT,company_1,intermediate_score
199087,1,acquirer_B,86,CREDIT,company_1,intermediate_score
175300,0,acquirer_A,151,CREDIT,company_1,intermediate_score
151996,1,acquirer_A,127,DEBIT,company_1,intermediate_score
285240,1,acquirer_A,80,CREDIT,company_1,intermediate_score
181066,1,acquirer_A,234,DEBIT,company_2,low_score
193059,1,acquirer_A,13,CREDIT,company_2,high_score
109587,1,acquirer_A,76,CREDIT,company_1,high_score
256157,1,acquirer_A,186,DEBIT,company_1,high_score
236219,1,acquirer_A,126,CREDIT,company_2,intermediate_score
143189,1,acquirer_B,111,CREDIT,company_1,low_score
274121,1,acquirer_A,49,DEBIT,company_1,high_score
256966,1,acquirer_A,37,DEBIT,company_1,high_score
145178,1,acquirer_A,98,CREDIT,company_1,intermediate_score
189872,0,acquirer_A,93,DEBIT,company_1,intermediate_score
123165,1,acquirer_A,165,DEBIT,company_1,intermediate_score
298126,1,acquirer_B,77,DEBIT,company_2,low_score
207846,1,acquirer_A,170,CREDIT,company_2,low_score
168763,0,acquirer_A,163,CREDIT,company_2,low_score
240303,1,acquirer_A,81,DEBIT,company_1,intermediate_score
200594,1,acquirer_A,104,DEBIT,company_1,low_score
219190,1,acquirer_A,168,CREDIT,company_1,intermediate_score
187078,1,acquirer_A,183,DEBIT,company_1,low_score
125615,0,acquirer_A,191,CREDIT,company_1,intermediate_score
127761,1,acquirer_A,29,DEBIT,company_1,high_score
194027,1,acquirer_B,70,CREDIT,company_2,high_score
201641,1,acquirer_A,48,DEBIT,company_1,high_score
230265,1,acquirer_A,133,DEBIT,company_2,low_score
122444,1,acquirer_A,147,DEBIT,company_1,high_score
171161,1,acquirer_A,64,CREDIT,company_2,high_score
129156,1,acquirer_A,64,DEBIT,company_1,intermediate_score
188463,1,acquirer_B,264,DEBIT,company_2,intermediate_score
284981,1,acquirer_B,238,DEBIT,company_1,intermediate_score
256988,1,acquirer_B,185,CREDIT,company_2,intermediate_score
213493,1,acquirer_B,32,DEBIT,company_2,high_score
168325,1,acquirer_A,225,DEBIT,company_1,intermediate_score
173951,1,acquirer_A,141,DEBIT,company_1,low_score
161377,1,acquirer_A,92,DEBIT,company_1,high_score
237034,1,acquirer_B,181,DEBIT,company_2,low_score
103204,1,acquirer_A,215,CREDIT,company_2,intermediate_score
195995,1,acquirer_B,225,DEBIT,company_1,low_score
293700,1,acquirer_A,82,CREDIT,company_2,high_score
143559,1,acquirer_A,206,CREDIT,company_2,intermediate_score
218093,1,acquirer_A,245,DEBIT,company_1,intermediate_score
147931,1,acquirer_A,35,CREDIT,company_1,intermediate_score
246604,1,acquirer_A,82,DEBIT,company_2,intermediate_score
232118,1,acquirer_A,92,CREDIT,company_1,high_score
223155,1,acquirer_A,197,CREDIT,company_2,low_score
202217,1,acquirer_B,63,CREDIT,company_2,high_score
273963,1,acquirer_A,25,DEBIT,company_1,high_score
230861,1,acquirer_A,54,DEBIT,company_1,high_score
228886,1,acquirer_B,194,CREDIT,company_1,low_score
211956,1,acquirer_B,33,DEBIT,company_1,intermediate_score
212704,0,acquirer_B,219,DEBIT,company_2,intermediate_score
140655,1,acquirer_A,139,DEBIT,company_1,intermediate_score
285436,1,acquirer_A,87,CREDIT,company_2,high_score
114845,1,acquirer_A,117,DEBIT,company_1,low_score
144767,1,acquirer_A,166,CREDIT,company_2,low_score
248708,1,acquirer_B,92,CREDIT,company_1,intermediate_score
166826,1,acquirer_B,151,DEBIT,company_1,intermediate_score
257652,1,acquirer_B,64,CREDIT,company_2,high_score
108509,1,acquirer_A,74,DEBIT,company_2,intermediate_score
288329,1,acquirer_A,143,DEBIT,company_1,low_score
129037,1,acquirer_A,244,CREDIT,company_2,intermediate_score
298883,0,acquirer_A,15,DEBIT,company_2,high_score
275881,0,acquirer_A,73,DEBIT,company_1,intermediate_score
254481,1,acquirer_A,40,DEBIT,company_1,high_score
135157,1,acquirer_B,74,DEBIT,company_2,intermediate_score
220299,1,acquirer_B,109,DEBIT,company_2,intermediate_score
172109,1,acquirer_A,125,CREDIT,company_2,intermediate_score
102877,1,acquirer_B,90,DEBIT,company_2,high_score
142089,1,acquirer_B,234,CREDIT,company_2,intermediate_score
136764,1,acquirer_A,176,DEBIT,company_1,intermediate_score
165644,1,acquirer_A,159,DEBIT,company_2,intermediate_score
225538,1,acquirer_B,116,CREDIT,company_1,intermediate_score
109578,1,acquirer_B,74,DEBIT,company_2,intermediate_score
223389,1,acquirer_A,36,CREDIT,company_2,low_score
224081,1,acquirer_A,103,DEBIT,company_1,high_score
198822,1,acquirer_A,132,DEBIT,company_1,intermediate_score
179481,0,acquirer_A,127,CREDIT,company_1,high_score
298538,0,acquirer_A,127,CREDIT,company_1,high_score
145048,0,acquirer_B,195,CREDIT,company_2,intermediate_score
129442,0,acquirer_B,195,CREDIT,company_2,intermediate_score
283419,1,acquirer_A,130,DEBIT,company_1,intermediate_score
257770,1,acquirer_A,141,CREDIT,company_1,intermediate_score
241200,1,acquirer_B,104,CREDIT,company_2,intermediate_score
165615,1,acquirer_A,119,DEBIT,company_1,intermediate_score
196838,1,acquirer_A,81,DEBIT,company_2,intermediate_score
118207,1,acquirer_B,142,DEBIT,company_2,intermediate_score
155300,1,acquirer_A,104,DEBIT,company_1,high_score
138704,1,acquirer_A,130,DEBIT,company_1,low_score
154455,1,acquirer_A,57,DEBIT,company_1,high_score
169327,1,acquirer_A,137,CREDIT,company_1,intermediate_score
145501,1,acquirer_A,117,CREDIT,company_1,high_score
176006,1,acquirer_A,153,DEBIT,company_2,intermediate_score
270354,1,acquirer_A,91,DEBIT,company_1,intermediate_score
236824,1,acquirer_B,37,CREDIT,company_1,intermediate_score
222941,1,acquirer_A,101,DEBIT,company_1,intermediate_score
175794,1,acquirer_B,181,CREDIT,company_2,low_score
124825,1,acquirer_B,97,CREDIT,company_2,intermediate_score
290766,1,acquirer_A,78,CREDIT,company_1,low_score
258729,1,acquirer_A,77,DEBIT,company_1,high_score
254439,1,acquirer_A,250,CREDIT,company_2,low_score
127467,1,acquirer_A,111,DEBIT,company_1,high_score
279118,1,acquirer_A,40,CREDIT,company_2,intermediate_score
108841,1,acquirer_A,142,CREDIT,company_2,high_score
219147,1,acquirer_A,108,DEBIT,company_2,low_score
211465,1,acquirer_A,26,DEBIT,company_1,high_score
142156,1,acquirer_A,52,DEBIT,company_1,high_score
241747,1,acquirer_A,165,DEBIT,company_1,intermediate_score
281960,1,acquirer_A,61,DEBIT,company_1,high_score
140666,1,acquirer_A,199,DEBIT,company_1,low_score
119623,0,acquirer_A,245,DEBIT,company_2,intermediate_score
281183,0,acquirer_A,245,DEBIT,company_2,intermediate_score
250131,1,acquirer_A,256,DEBIT,company_2,intermediate_score
196669,1,acquirer_B,73,CREDIT,company_2,high_score
152812,1,acquirer_A,20,DEBIT,company_1,low_score
236435,1,acquirer_B,171,CREDIT,company_2,high_score
225600,1,acquirer_A,143,DEBIT,company_2,low_score
151080,1,acquirer_B,92,DEBIT,company_1,intermediate_score
244459,1,acquirer_A,232,DEBIT,company_1,low_score
117403,1,acquirer_A,177,CREDIT,company_1,low_score
115498,1,acquirer_A,97,DEBIT,company_2,high_score
105900,1,acquirer_A,118,DEBIT,company_2,intermediate_score
130261,1,acquirer_A,74,DEBIT,company_1,high_score
139953,1,acquirer_A,196,CREDIT,company_1,low_score
263236,1,acquirer_A,117,CREDIT,company_2,intermediate_score
117601,1,acquirer_A,141,DEBIT,company_1,intermediate_score
109976,1,acquirer_A,125,DEBIT,company_2,intermediate_score
229352,1,acquirer_B,120,CREDIT,company_2,low_score
280586,1,acquirer_A,164,CREDIT,company_2,intermediate_score
117827,1,acquirer_A,102,DEBIT,company_1,low_score
259522,1,acquirer_A,228,DEBIT,company_1,low_score
286431,1,acquirer_A,150,CREDIT,company_2,intermediate_score
225989,1,acquirer_A,229,CREDIT,company_2,intermediate_score
168202,1,acquirer_A,242,CREDIT,company_1,intermediate_score
204492,1,acquirer_A,158,DEBIT,company_1,intermediate_score
231548,1,acquirer_A,155,CREDIT,company_2,intermediate_score
237423,0,acquirer_A,196,DEBIT,company_1,intermediate_score
162836,0,acquirer_A,196,DEBIT,company_1,intermediate_score
167029,0,acquirer_A,196,DEBIT,company_1,intermediate_score
268678,1,acquirer_B,95,DEBIT,company_1,intermediate_score
262599,1,acquirer_B,43,DEBIT,company_1,intermediate_score
278284,1,acquirer_A,185,DEBIT,company_2,low_score
295352,1,acquirer_A,112,CREDIT,company_2,high_score
154178,1,acquirer_B,97,CREDIT,company_1,intermediate_score
289791,1,acquirer_A,44,DEBIT,company_1,high_score
146939,1,acquirer_A,225,CREDIT,company_1,intermediate_score
245036,1,acquirer_A,66,DEBIT,company_1,intermediate_score
115652,1,acquirer_A,55,CREDIT,company_1,low_score
164839,1,acquirer_A,63,DEBIT,company_2,intermediate_score
171022,1,acquirer_A,111,CREDIT,company_1,high_score
271545,1,acquirer_B,225,CREDIT,company_1,low_score
282177,1,acquirer_A,173,DEBIT,company_1,high_score
285714,0,acquirer_B,128,DEBIT,company_2,intermediate_score
239315,0,acquirer_A,212,CREDIT,company_1,intermediate_score
159965,1,acquirer_A,102,DEBIT,company_1,high_score
177758,0,acquirer_A,68,DEBIT,company_1,low_score
208762,1,acquirer_A,155,CREDIT,company_1,low_score
129256,1,acquirer_A,267,CREDIT,company_1,low_score
255684,1,acquirer_A,130,DEBIT,company_2,intermediate_score
156895,1,acquirer_A,245,DEBIT,company_1,high_score
144804,1,acquirer_B,126,CREDIT,company_1,intermediate_score
256313,1,acquirer_A,153,DEBIT,company_1,intermediate_score
263100,1,acquirer_A,190,DEBIT,company_1,high_score
259877,1,acquirer_A,97,CREDIT,company_1,high_score
296280,1,acquirer_A,131,CREDIT,company_1,intermediate_score
266102,1,acquirer_A,131,DEBIT,company_1,low_score
174113,1,acquirer_A,120,DEBIT,company_1,high_score
208103,1,acquirer_A,185,DEBIT,company_1,high_score
230865,1,acquirer_A,251,CREDIT,company_1,intermediate_score
247814,1,acquirer_A,105,CREDIT,company_1,intermediate_score
229730,1,acquirer_A,35,DEBIT,company_1,high_score
190688,1,acquirer_A,218,CREDIT,company_1,high_score
211961,1,acquirer_A,28,DEBIT,company_2,high_score
108114,1,acquirer_A,32,DEBIT,company_1,high_score
169587,0,acquirer_A,51,DEBIT,company_2,low_score
251964,1,acquirer_A,71,DEBIT,company_1,intermediate_score
168147,1,acquirer_A,51,DEBIT,company_2,low_score
226054,1,acquirer_B,79,CREDIT,company_2,high_score
126634,1,acquirer_A,32,DEBIT,company_1,high_score
151938,1,acquirer_B,63,CREDIT,company_2,intermediate_score
200692,1,acquirer_A,143,DEBIT,company_1,low_score
170094,1,acquirer_A,91,DEBIT,company_1,intermediate_score
224494,1,acquirer_A,89,DEBIT,company_2,high_score
241457,1,acquirer_A,147,CREDIT,company_1,intermediate_score
193429,1,acquirer_A,140,CREDIT,company_2,intermediate_score
218139,1,acquirer_A,59,DEBIT,company_1,high_score
207867,1,acquirer_A,92,CREDIT,company_2,high_score
214892,1,acquirer_B,79,CREDIT,company_2,high_score
124395,1,acquirer_A,231,DEBIT,company_1,low_score
144462,1,acquirer_A,176,CREDIT,company_2,intermediate_score
286523,1,acquirer_A,167,DEBIT,company_2,intermediate_score
267832,1,acquirer_A,67,CREDIT,company_1,high_score
256358,1,acquirer_A,65,DEBIT,company_1,intermediate_score
151983,1,acquirer_A,88,CREDIT,company_1,intermediate_score
